record_type,month,date,employee_name,role,employment_status,store,schedule_status,schedule_code_source,schedule_code_normalized,shift_start,shift_end,metric,value,source_file,source_sheet,source_row,source_column,validation_status,notes
cash,2026-05,2026-05-11,,,,Космонавтов 20а,,,,,,cash_1c,83939.0,МИР ТРУД МАЙ.xlsx,Касса,12,3,OK,
cash,2026-05,2026-05-11,,,,Космонавтов 20а,,,,,,cash_actual,86752.0,МИР ТРУД МАЙ.xlsx,Касса,12,2,OK,
cash,2026-05,2026-05-11,,,,Космонавтов 20а,,,,,,cash_variance,813.0,МИР ТРУД МАЙ.xlsx,Касса,12,4,OK,
cash,2026-05,2026-05-12,,,,Калинина 2,,,,,,cash_1c,39636.0,МИР ТРУД МАЙ.xlsx,Касса,13,6,OK,
cash,2026-05,2026-05-12,,,,Калинина 2,,,,,,cash_actual,41729.0,МИР ТРУД МАЙ.xlsx,Касса,13,5,OK,
cash,2026-05,2026-05-12,,,,Калинина 2,,,,,,cash_variance,93.0,МИР ТРУД МАЙ.xlsx,Касса,13,7,OK,
cash,2026-05,2026-05-12,,,,Космонавтов 20а,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,13,3,OK,
cash,2026-05,2026-05-12,,,,Космонавтов 20а,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,13,2,OK,
cash,2026-05,2026-05-12,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,13,4,OK,
cash,2026-05,2026-05-13,,,,Калинина 2,,,,,,cash_1c,45206.0,МИР ТРУД МАЙ.xlsx,Касса,14,6,OK,
cash,2026-05,2026-05-13,,,,Калинина 2,,,,,,cash_actual,47314.0,МИР ТРУД МАЙ.xlsx,Касса,14,5,OK,
cash,2026-05,2026-05-13,,,,Калинина 2,,,,,,cash_variance,108.0,МИР ТРУД МАЙ.xlsx,Касса,14,7,OK,
cash,2026-05,2026-05-13,,,,Космонавтов 20а,,,,,,cash_1c,123649.0,МИР ТРУД МАЙ.xlsx,Касса,14,3,OK,
cash,2026-05,2026-05-13,,,,Космонавтов 20а,,,,,,cash_actual,126481.0,МИР ТРУД МАЙ.xlsx,Касса,14,2,OK,
cash,2026-05,2026-05-13,,,,Космонавтов 20а,,,,,,cash_variance,832.0,МИР ТРУД МАЙ.xlsx,Касса,14,4,OK,
cash,2026-05,2026-05-14,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,15,6,OK,
cash,2026-05,2026-05-14,,,,Калинина 2,,,,,,cash_actual,1992.0,МИР ТРУД МАЙ.xlsx,Касса,15,5,OK,
cash,2026-05,2026-05-14,,,,Калинина 2,,,,,,cash_variance,-8.0,МИР ТРУД МАЙ.xlsx,Касса,15,7,OK,
cash,2026-05,2026-05-14,,,,Космонавтов 20а,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,15,3,OK,
cash,2026-05,2026-05-14,,,,Космонавтов 20а,,,,,,cash_actual,2832.0,МИР ТРУД МАЙ.xlsx,Касса,15,2,OK,
cash,2026-05,2026-05-14,,,,Космонавтов 20а,,,,,,cash_variance,832.0,МИР ТРУД МАЙ.xlsx,Касса,15,4,OK,
cash,2026-05,2026-05-15,,,,Калинина 2,,,,,,cash_1c,2150.0,МИР ТРУД МАЙ.xlsx,Касса,16,6,OK,
cash,2026-05,2026-05-15,,,,Калинина 2,,,,,,cash_actual,4142.0,МИР ТРУД МАЙ.xlsx,Касса,16,5,OK,
cash,2026-05,2026-05-15,,,,Калинина 2,,,,,,cash_variance,-8.0,МИР ТРУД МАЙ.xlsx,Касса,16,7,OK,
cash,2026-05,2026-05-15,,,,Космонавтов 20а,,,,,,cash_1c,25159.0,МИР ТРУД МАЙ.xlsx,Касса,16,3,OK,
cash,2026-05,2026-05-15,,,,Космонавтов 20а,,,,,,cash_actual,28132.0,МИР ТРУД МАЙ.xlsx,Касса,16,2,OK,
cash,2026-05,2026-05-15,,,,Космонавтов 20а,,,,,,cash_variance,973.0,МИР ТРУД МАЙ.xlsx,Касса,16,4,OK,
cash,2026-05,2026-05-16,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,17,6,OK,
cash,2026-05,2026-05-16,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,17,5,OK,
cash,2026-05,2026-05-16,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,17,7,OK,
cash,2026-05,2026-05-16,,,,Космонавтов 20а,,,,,,cash_1c,28159.0,МИР ТРУД МАЙ.xlsx,Касса,17,3,OK,
cash,2026-05,2026-05-16,,,,Космонавтов 20а,,,,,,cash_actual,31131.0,МИР ТРУД МАЙ.xlsx,Касса,17,2,OK,
cash,2026-05,2026-05-16,,,,Космонавтов 20а,,,,,,cash_variance,972.0,МИР ТРУД МАЙ.xlsx,Касса,17,4,OK,
cash,2026-05,2026-05-17,,,,Калинина 2,,,,,,cash_1c,9589.0,МИР ТРУД МАЙ.xlsx,Касса,18,6,OK,
cash,2026-05,2026-05-17,,,,Калинина 2,,,,,,cash_actual,11486.0,МИР ТРУД МАЙ.xlsx,Касса,18,5,OK,
cash,2026-05,2026-05-17,,,,Калинина 2,,,,,,cash_variance,-103.0,МИР ТРУД МАЙ.xlsx,Касса,18,7,OK,
cash,2026-05,2026-05-17,,,,Космонавтов 20а,,,,,,cash_1c,38149.0,МИР ТРУД МАЙ.xlsx,Касса,18,3,OK,
cash,2026-05,2026-05-17,,,,Космонавтов 20а,,,,,,cash_actual,41122.0,МИР ТРУД МАЙ.xlsx,Касса,18,2,OK,
cash,2026-05,2026-05-17,,,,Космонавтов 20а,,,,,,cash_variance,973.0,МИР ТРУД МАЙ.xlsx,Касса,18,4,OK,
cash,2026-05,2026-05-18,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,19,6,OK,
cash,2026-05,2026-05-18,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,19,5,OK,
cash,2026-05,2026-05-18,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,19,7,OK,
cash,2026-05,2026-05-18,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,19,4,OK,
cash,2026-05,2026-05-19,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,20,6,OK,
cash,2026-05,2026-05-19,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,20,5,OK,
cash,2026-05,2026-05-19,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,20,7,OK,
cash,2026-05,2026-05-19,,,,Космонавтов 20а,,,,,,cash_1c,48259.0,МИР ТРУД МАЙ.xlsx,Касса,20,3,OK,
